performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,performance_gap,review_year,rating_category,worklife_balance_category,training_flag,satisfaction_score
PR1222,5839-7AE2,2016-08-07,3,4,4,1,1,3,4,4,0,2016,Medium,Average,1,3.5
PR1223,5B0E-31FB,2016-08-09,3,4,5,1,1,3,5,5,0,2016,High,Average,1,3.5
PR1224,2B08-7D3D,2016-08-10,5,4,4,1,1,4,3,2,-1,2016,Medium,Good,1,4.5
PR1225,9825-45EF,2016-08-12,4,3,5,3,0,4,5,4,-1,2016,High,Good,1,3.5
PR1226,F546-D965,2016-08-12,5,4,5,2,3,2,3,2,-1,2016,Medium,Poor,1,4.5
PR1227,040C-EDED,2016-08-13,3,5,2,2,1,2,4,3,-1,2016,Medium,Poor,1,4.0
PR1228,46ED-4007,2016-08-13,5,5,2,1,0,2,3,3,0,2016,Medium,Poor,1,5.0
PR1229,9811-F345,2016-08-13,3,2,5,1,2,3,5,5,0,2016,High,Average,1,2.5
PR123,1472-9F69,2013-05-03,5,4,4,3,0,4,5,5,0,2013,High,Good,1,4.5
PR1230,AFA8-5058,2016-08-14,3,3,2,3,1,5,3,3,0,2016,Medium,,1,3.0
PR1231,6112-8476,2016-08-15,5,2,4,3,1,5,5,5,0,2016,High,,1,3.5
PR1232,D13E-E661,2016-08-15,5,2,5,2,0,5,4,4,0,2016,Medium,,1,3.5
PR1233,2A89-93B6,2016-08-16,4,3,4,1,0,5,5,4,-1,2016,High,,1,3.5
PR1234,37EE-004B,2016-08-17,3,5,4,2,0,3,3,2,-1,2016,Medium,Average,1,4.0
PR1235,52DD-757F,2016-08-17,5,3,5,2,1,4,3,2,-1,2016,Medium,Good,1,4.0
PR1236,B76C-D9CE,2016-08-18,4,5,4,3,0,3,4,4,0,2016,Medium,Average,1,4.5
PR1237,DF11-9C46,2016-08-18,5,5,4,3,1,3,4,3,-1,2016,Medium,Average,1,5.0
PR1238,F877-3BF9,2016-08-21,5,5,4,1,1,2,4,4,0,2016,Medium,Poor,1,5.0
PR1239,2962-039F,2016-08-21,3,2,2,1,0,2,4,4,0,2016,Medium,Poor,1,2.5
PR124,D31B-BEF8,2013-05-04,4,5,4,3,0,4,5,4,-1,2013,High,Good,1,4.5
PR1240,60B5-48ED,2016-08-21,4,3,3,2,0,3,3,3,0,2016,Medium,Average,1,3.5
PR1241,16FB-8835,2016-08-23,4,2,4,3,3,5,5,4,-1,2016,High,,1,3.0
PR1242,D186-CBF5,2016-08-25,4,4,2,3,3,4,3,2,-1,2016,Medium,Good,1,4.0
PR1243,5605-237E,2016-08-25,4,5,5,1,0,4,4,4,0,2016,Medium,Good,1,4.5
PR1244,4FD5-CC71,2016-08-27,3,5,5,3,1,4,3,3,0,2016,Medium,Good,1,4.0
PR1245,134B-4157,2016-09-01,3,5,4,3,0,3,4,3,-1,2016,Medium,Average,1,4.0
PR1246,2DD1-FD7F,2016-09-02,3,5,3,2,3,5,4,4,0,2016,Medium,,1,4.0
PR1247,C730-6B13,2016-09-02,3,2,3,3,1,2,4,3,-1,2016,Medium,Poor,1,2.5
PR1248,D6A7-EF72,2016-09-03,3,5,3,2,2,2,3,3,0,2016,Medium,Poor,1,4.0
PR1249,39A2-9B0A,2016-09-04,4,2,5,3,0,3,5,5,0,2016,High,Average,1,3.0
PR125,13E5-2F17,2013-05-05,5,4,5,1,0,4,4,4,0,2013,Medium,Good,1,4.5
PR1250,B09D-DFEC,2016-09-06,5,5,3,3,1,4,5,4,-1,2016,High,Good,1,5.0
PR1251,D014-7DB2,2016-09-08,4,4,5,2,1,3,4,3,-1,2016,Medium,Average,1,4.0
PR1252,C973-E8E5,2016-09-09,5,2,2,1,3,3,5,5,0,2016,High,Average,1,3.5
PR1253,1D35-190A,2016-09-11,5,5,4,1,0,2,5,4,-1,2016,High,Poor,1,5.0
PR1254,4404-DE5A,2016-09-12,3,5,5,1,3,2,5,4,-1,2016,High,Poor,1,4.0
PR1255,6135-885F,2016-09-14,5,5,2,2,3,2,3,2,-1,2016,Medium,Poor,1,5.0
PR1256,3F19-FC5A,2016-09-16,4,5,5,2,0,2,3,3,0,2016,Medium,Poor,1,4.5
PR1257,A71E-A9DC,2016-09-16,3,3,5,3,3,3,3,2,-1,2016,Medium,Average,1,3.0
PR1258,2FC8-999D,2016-09-20,5,2,5,1,1,2,3,3,0,2016,Medium,Poor,1,3.5
PR1259,3476-CA56,2016-09-21,5,4,2,3,0,3,5,4,-1,2016,High,Average,1,4.5
PR126,ADF8-AD57,2013-05-05,5,4,3,3,0,4,3,3,0,2013,Medium,Good,1,4.5
PR1260,07F5-A45D,2016-09-22,4,4,4,2,0,5,3,3,0,2016,Medium,,1,4.0
PR1261,E7D3-03C9,2016-09-24,5,2,5,2,1,4,5,4,-1,2016,High,Good,1,3.5
PR1262,7F61-2397,2016-09-26,4,5,2,2,1,4,5,4,-1,2016,High,Good,1,4.5
PR1263,EB81-3E51,2016-09-26,4,5,4,2,1,4,3,3,0,2016,Medium,Good,1,4.5
PR1264,469A-8121,2016-09-27,4,2,4,1,0,4,3,2,-1,2016,Medium,Good,1,3.0
PR1265,1CB3-F7D7,2016-09-28,4,5,3,2,0,2,4,4,0,2016,Medium,Poor,1,4.5
PR1266,9085-1FE8,2016-09-28,3,4,4,2,1,3,5,5,0,2016,High,Average,1,3.5
PR1267,F890-975A,2016-09-28,4,4,4,2,1,5,4,4,0,2016,Medium,,1,4.0
PR1268,B990-35DA,2016-09-29,5,4,5,2,2,3,5,5,0,2016,High,Average,1,4.5
PR1269,130F-32AB,2016-10-01,4,3,5,2,2,4,4,3,-1,2016,Medium,Good,1,3.5
PR127,FE2B-3DC7,2013-05-06,5,2,5,2,2,5,3,3,0,2013,Medium,,1,3.5
PR1270,B34E-95FF,2016-10-01,3,5,3,3,1,5,4,3,-1,2016,Medium,,1,4.0
PR1271,87D2-8B67,2016-10-01,4,5,2,1,3,3,3,3,0,2016,Medium,Average,1,4.5
PR1272,2C7D-F9F1,2016-10-01,4,4,4,2,1,4,5,4,-1,2016,High,Good,1,4.0
PR1273,277A-A6FA,2016-10-03,3,2,2,1,2,2,5,5,0,2016,High,Poor,1,2.5
PR1274,825E-0B3A,2016-10-04,3,4,2,2,2,2,3,3,0,2016,Medium,Poor,1,3.5
PR1275,022A-0219,2016-10-08,3,5,3,2,2,5,4,3,-1,2016,Medium,,1,4.0
PR1276,817D-28CE,2016-10-09,5,5,3,1,1,4,5,5,0,2016,High,Good,1,5.0
PR1277,EC6A-DD76,2016-10-09,5,4,3,3,1,4,3,3,0,2016,Medium,Good,1,4.5
PR1278,8365-EB74,2016-10-09,4,5,4,2,2,4,3,3,0,2016,Medium,Good,1,4.5
PR1279,FAC0-942B,2016-10-14,5,2,5,2,2,3,5,4,-1,2016,High,Average,1,3.5
PR128,2CA8-4E1B,2013-05-07,3,3,2,1,1,2,4,3,-1,2013,Medium,Poor,1,3.0
PR1280,45FF-ACE6,2016-10-17,4,4,5,2,1,2,5,4,-1,2016,High,Poor,1,4.0
PR1281,AA19-95BD,2016-10-17,3,3,2,1,1,3,3,2,-1,2016,Medium,Average,1,3.0
PR1282,7269-88EC,2016-10-18,5,3,4,1,0,2,4,3,-1,2016,Medium,Poor,1,4.0
PR1283,465A-91D1,2016-10-19,3,2,5,3,0,3,5,5,0,2016,High,Average,1,2.5
PR1284,6F3E-2A75,2016-10-20,4,4,2,1,2,3,5,5,0,2016,High,Average,1,4.0
PR1285,CD0F-DE05,2016-10-20,5,2,2,3,1,5,3,2,-1,2016,Medium,,1,3.5
PR1286,21CB-EF3E,2016-10-22,5,4,3,2,2,5,3,2,-1,2016,Medium,,1,4.5
PR1287,2E9A-BD2E,2016-10-25,3,5,2,1,1,5,3,2,-1,2016,Medium,,1,4.0
PR1288,7378-5351,2016-10-25,3,2,2,3,3,2,3,2,-1,2016,Medium,Poor,1,2.5
PR1289,CEE0-94C3,2016-10-25,5,5,4,1,0,2,4,4,0,2016,Medium,Poor,1,5.0
PR129,9BD6-2C43,2013-05-07,3,4,2,2,1,3,3,2,-1,2013,Medium,Average,1,3.5
PR1290,9C7D-E1B1,2016-10-26,4,4,2,3,0,3,5,4,-1,2016,High,Average,1,4.0
PR1291,D199-1896,2016-10-26,3,5,5,1,0,4,4,3,-1,2016,Medium,Good,1,4.0
PR1292,7F91-C628,2016-10-26,3,5,3,2,2,3,4,4,0,2016,Medium,Average,1,4.0
PR1293,8C57-8F84,2016-10-28,3,4,4,1,2,2,5,4,-1,2016,High,Poor,1,3.5
PR1294,9E22-6287,2016-10-29,3,4,2,1,0,3,3,3,0,2016,Medium,Average,1,3.5
PR1295,3012-1A41,2016-10-30,3,3,2,3,0,4,3,3,0,2016,Medium,Good,1,3.0
PR1296,6280-B47F,2016-10-31,3,3,3,2,1,3,4,4,0,2016,Medium,Average,1,3.0
PR1297,0868-097F,2016-10-31,4,5,5,2,1,4,4,4,0,2016,Medium,Good,1,4.5
PR1298,7B9D-8612,2016-10-31,3,5,4,3,1,5,4,3,-1,2016,Medium,,1,4.0
PR1299,C1C6-F683,2016-11-01,3,3,2,2,2,4,4,4,0,2016,Medium,Good,1,3.0
PR13,7839-CA12,2013-01-12,5,3,5,3,2,4,4,3,-1,2013,Medium,Good,1,4.0
PR130,291F-B604,2013-05-09,3,5,2,3,2,4,3,2,-1,2013,Medium,Good,1,4.0
PR1300,EBBD-37D4,2016-11-02,3,3,3,1,2,5,4,4,0,2016,Medium,,1,3.0
PR1301,7FA1-BC64,2016-11-03,4,3,3,3,1,3,5,5,0,2016,High,Average,1,3.5
PR1302,DD78-E811,2016-11-04,4,4,3,3,0,3,3,2,-1,2016,Medium,Average,1,4.0
PR1303,EC6E-7F42,2016-11-05,5,2,4,2,2,2,5,4,-1,2016,High,Poor,1,3.5
PR1304,1363-6BF9,2016-11-06,5,2,4,3,0,5,3,3,0,2016,Medium,,1,3.5
PR1305,1C24-233B,2016-11-06,4,2,2,2,1,3,5,5,0,2016,High,Average,1,3.0
PR1306,67ED-A630,2016-11-06,5,3,3,1,1,4,3,2,-1,2016,Medium,Good,1,4.0
PR1307,FD95-9EEB,2016-11-07,5,2,4,1,1,4,4,3,-1,2016,Medium,Good,1,3.5
PR1308,4C62-5BE8,2016-11-07,5,3,4,2,2,2,5,5,0,2016,High,Poor,1,4.0
PR1309,AFDF-3DA8,2016-11-08,4,3,2,2,0,3,3,3,0,2016,Medium,Average,1,3.5
PR131,C560-23D6,2013-05-09,5,3,2,2,2,2,3,3,0,2013,Medium,Poor,1,4.0
PR1310,BFF3-AADC,2016-11-09,3,5,4,1,2,3,3,2,-1,2016,Medium,Average,1,4.0
PR1311,AB4A-E71A,2016-11-09,3,3,3,2,0,2,4,3,-1,2016,Medium,Poor,1,3.0
PR1312,4FC2-A40D,2016-11-10,4,2,2,1,3,2,3,2,-1,2016,Medium,Poor,1,3.0
PR1313,7A2A-0600,2016-11-10,4,3,2,2,1,4,3,3,0,2016,Medium,Good,1,3.5
PR1314,3E4A-F28F,2016-11-11,4,5,3,3,2,2,4,4,0,2016,Medium,Poor,1,4.5
PR1315,F578-F0C8,2016-11-11,4,4,5,3,2,3,4,3,-1,2016,Medium,Average,1,4.0
PR1316,2A04-49D1,2016-11-11,4,3,3,2,0,4,5,4,-1,2016,High,Good,1,3.5
PR1317,9728-1A5B,2016-11-14,4,3,3,2,2,5,3,3,0,2016,Medium,,1,3.5
PR1318,C395-8C36,2016-11-17,4,2,5,3,0,2,3,3,0,2016,Medium,Poor,1,3.0
PR1319,FB5B-C127,2016-11-17,5,4,3,3,1,4,5,4,-1,2016,High,Good,1,4.5
PR132,AB61-2A7E,2013-05-09,4,2,3,3,1,5,4,3,-1,2013,Medium,,1,3.0
PR1320,C25C-C434,2016-11-18,3,3,2,1,0,2,5,5,0,2016,High,Poor,1,3.0
PR1321,4DA0-81D7,2016-11-18,5,4,4,2,0,2,5,5,0,2016,High,Poor,1,4.5
PR1322,0145-DBFC,2016-11-19,3,4,3,2,0,2,3,2,-1,2016,Medium,Poor,1,3.5
PR1323,085C-7FC2,2016-11-20,4,5,2,2,3,4,3,2,-1,2016,Medium,Good,1,4.5
PR1324,7FFD-C810,2016-11-21,5,3,5,2,1,3,5,4,-1,2016,High,Average,1,4.0
PR1325,C219-6C2E,2016-11-22,4,4,2,3,1,5,4,4,0,2016,Medium,,1,4.0
PR1326,1749-81A2,2016-11-23,3,4,5,3,0,3,4,4,0,2016,Medium,Average,1,3.5
PR1327,5B11-3DB3,2016-11-25,4,4,3,2,1,2,5,4,-1,2016,High,Poor,1,4.0
PR1328,6A2B-42DB,2016-11-25,4,5,5,3,0,3,4,4,0,2016,Medium,Average,1,4.5
PR1329,F838-C681,2016-11-25,3,4,3,3,1,2,4,4,0,2016,Medium,Poor,1,3.5
PR133,4657-FE18,2013-05-10,3,4,5,1,0,3,4,3,-1,2013,Medium,Average,1,3.5
PR1330,3994-472A,2016-11-26,4,4,4,2,0,3,3,2,-1,2016,Medium,Average,1,4.0
PR1331,12B5-11CC,2016-11-27,4,5,3,1,0,5,4,4,0,2016,Medium,,1,4.5
PR1332,4969-9A35,2016-11-28,3,3,3,2,2,2,4,3,-1,2016,Medium,Poor,1,3.0
PR1333,2BEA-43B2,2016-11-28,5,3,4,2,2,3,4,4,0,2016,Medium,Average,1,4.0
PR1334,C54B-DBC5,2016-11-29,3,2,2,1,2,3,5,5,0,2016,High,Average,1,2.5
PR1335,9FE1-0345,2016-12-01,4,4,3,1,0,3,5,4,-1,2016,High,Average,1,4.0
PR1336,F265-79B0,2016-12-01,5,5,3,1,0,3,3,3,0,2016,Medium,Average,1,5.0
PR1337,4886-62DF,2016-12-02,4,4,3,1,0,5,5,4,-1,2016,High,,1,4.0
PR1338,BD70-7DAE,2016-12-03,4,4,2,1,0,5,5,5,0,2016,High,,1,4.0
PR1339,DDAC-D5FD,2016-12-03,3,3,4,1,0,2,5,5,0,2016,High,Poor,1,3.0
PR134,A848-F98B,2013-05-12,5,4,2,1,0,4,5,4,-1,2013,High,Good,1,4.5
PR1340,3D71-8DC2,2016-12-05,4,2,3,2,0,4,5,5,0,2016,High,Good,1,3.0
PR1341,A923-9EF6,2016-12-05,3,5,4,3,1,3,4,3,-1,2016,Medium,Average,1,4.0
PR1342,DFA9-990E,2016-12-05,4,4,5,2,0,2,4,4,0,2016,Medium,Poor,1,4.0
PR1343,D39D-4015,2016-12-05,4,5,3,2,3,3,4,4,0,2016,Medium,Average,1,4.5
PR1344,C6EC-FEB5,2016-12-07,5,3,5,3,1,5,4,3,-1,2016,Medium,,1,4.0
PR1345,598D-E3B4,2016-12-08,5,3,5,3,1,4,5,4,-1,2016,High,Good,1,4.0
PR1346,B98B-4689,2016-12-08,4,2,5,3,3,4,4,3,-1,2016,Medium,Good,1,3.0
PR1347,63BF-A86A,2016-12-09,3,2,5,1,1,5,5,4,-1,2016,High,,1,2.5
PR1348,58C8-63FA,2016-12-09,4,2,3,2,1,2,5,5,0,2016,High,Poor,1,3.0
PR1349,CF8D-7379,2016-12-11,4,5,3,2,0,5,4,3,-1,2016,Medium,,1,4.5
PR135,1C87-44CB,2013-05-13,4,3,3,1,1,2,3,3,0,2013,Medium,Poor,1,3.5
PR1350,E6D9-ADEE,2016-12-13,4,5,4,2,1,2,3,2,-1,2016,Medium,Poor,1,4.5
PR1351,E5C1-B122,2016-12-13,4,5,3,3,1,5,5,4,-1,2016,High,,1,4.5
PR1352,39FC-7149,2016-12-13,4,3,4,2,2,3,3,3,0,2016,Medium,Average,1,3.5
PR1353,E55E-9436,2016-12-16,5,3,3,2,0,4,4,3,-1,2016,Medium,Good,1,4.0
PR1354,DF94-FD29,2016-12-17,5,3,4,3,2,2,5,4,-1,2016,High,Poor,1,4.0
PR1355,9C71-34AE,2016-12-18,4,2,2,2,2,5,5,4,-1,2016,High,,1,3.0
PR1356,AF5D-A8C8,2016-12-19,5,4,5,1,0,3,4,3,-1,2016,Medium,Average,1,4.5
PR1357,DCFE-F601,2016-12-19,5,4,3,1,1,2,3,2,-1,2016,Medium,Poor,1,4.5
PR1358,0CED-EE28,2016-12-20,3,3,3,3,1,2,5,5,0,2016,High,Poor,1,3.0
PR1359,5C61-8F3A,2016-12-20,5,4,2,2,0,3,3,2,-1,2016,Medium,Average,1,4.5
PR136,41FE-D257,2013-05-13,3,4,5,2,0,3,3,3,0,2013,Medium,Average,1,3.5
PR1360,A2FB-2D5D,2016-12-22,3,2,4,2,0,3,4,3,-1,2016,Medium,Average,1,2.5
PR1361,F93D-CB5A,2016-12-22,4,4,5,3,1,5,4,4,0,2016,Medium,,1,4.0
PR1362,0697-ADC3,2016-12-22,3,4,4,3,2,3,3,2,-1,2016,Medium,Average,1,3.5
PR1363,E681-7B57,2016-12-24,5,2,4,1,0,2,4,3,-1,2016,Medium,Poor,1,3.5
PR1364,637B-DBAD,2016-12-24,5,2,3,3,1,3,5,5,0,2016,High,Average,1,3.5
PR1365,D836-B375,2016-12-24,4,3,3,1,1,2,5,4,-1,2016,High,Poor,1,3.5
PR1366,6C42-A719,2016-12-25,4,2,5,2,1,2,3,3,0,2016,Medium,Poor,1,3.0
PR1367,A9EB-9E41,2016-12-25,4,5,2,1,1,2,4,4,0,2016,Medium,Poor,1,4.5
PR1368,4CA1-F139,2016-12-26,4,3,2,2,1,4,3,3,0,2016,Medium,Good,1,3.5
PR1369,63B0-1036,2016-12-27,4,2,4,1,3,5,3,2,-1,2016,Medium,,1,3.0
PR137,42CC-040A,2013-05-14,5,2,4,2,1,5,4,3,-1,2013,Medium,,1,3.5
PR1370,1609-65E1,2016-12-28,4,5,3,3,0,3,5,4,-1,2016,High,Average,1,4.5
PR1371,03EF-5904,2016-12-29,2,4,2,1,3,3,5,4,-1,2016,High,Average,1,3.0
PR1372,74F2-5C55,2016-12-30,4,1,2,1,0,3,4,4,0,2016,Medium,Average,1,2.5
PR1373,ACA9-5DC2,2016-12-30,3,2,2,3,1,1,3,2,-1,2016,Medium,Poor,1,2.5
PR1374,211E-BC82,2016-12-30,2,1,1,3,3,4,3,3,0,2016,Medium,Good,1,1.5
PR1375,40BE-EEAF,2016-12-31,4,4,3,2,3,4,5,5,0,2016,High,Good,1,4.0
PR1376,79F3-8AA5,2016-12-31,1,3,2,2,1,1,3,2,-1,2016,Medium,Poor,1,2.0
PR1377,79F7-78EC,2017-01-01,2,3,1,3,1,4,5,4,-1,2017,High,Good,1,2.5
PR1378,B61E-0F26,2017-01-02,1,1,4,1,2,4,5,4,-1,2017,High,Good,1,1.0
PR1379,F5E3-48BB,2017-01-02,2,2,3,1,2,1,5,4,-1,2017,High,Poor,1,2.0
PR138,C9FF-3A25,2013-05-14,3,3,2,3,2,3,4,3,-1,2013,Medium,Average,1,3.0
PR1380,C2DD-9D37,2017-01-02,5,2,5,3,0,3,3,2,-1,2017,Medium,Average,1,3.5
PR1381,DF71-97FB,2017-01-02,4,3,4,2,0,4,3,2,-1,2017,Medium,Good,1,3.5
PR1382,0678-748A,2017-01-03,3,2,3,3,2,2,3,3,0,2017,Medium,Poor,1,2.5
PR1383,541F-3E19,2017-01-03,3,4,5,3,1,5,3,3,0,2017,Medium,,1,3.5
PR1384,F93E-BDEF,2017-01-03,3,5,5,1,2,2,5,5,0,2017,High,Poor,1,4.0
PR1385,C0A1-EB7D,2017-01-04,4,5,4,1,0,5,3,3,0,2017,Medium,,1,4.5
PR1386,1359-BEE3,2017-01-05,5,4,5,2,0,4,3,2,-1,2017,Medium,Good,1,4.5
PR1387,D5DA-363A,2017-01-06,5,4,4,1,3,4,5,5,0,2017,High,Good,1,4.5
PR1388,9E7A-1F70,2017-01-07,3,4,2,2,1,4,5,4,-1,2017,High,Good,1,3.5
PR1389,58F5-C8FC,2017-01-07,3,5,5,1,2,5,3,2,-1,2017,Medium,,1,4.0
PR139,1F0F-458C,2013-05-15,3,4,4,1,1,5,5,4,-1,2013,High,,1,3.5
PR1390,05ED-92F1,2017-01-09,4,5,3,1,1,3,4,3,-1,2017,Medium,Average,1,4.5
PR1391,F72D-261D,2017-01-09,3,2,5,3,1,5,5,5,0,2017,High,,1,2.5
PR1392,38EB-ADBD,2017-01-09,3,2,2,1,0,5,3,2,-1,2017,Medium,,1,2.5
PR1393,D106-E487,2017-01-09,4,2,5,2,1,4,4,3,-1,2017,Medium,Good,1,3.0
PR1394,4563-8637,2017-01-09,3,3,5,2,3,5,4,3,-1,2017,Medium,,1,3.0
PR1395,774E-685D,2017-01-10,3,4,3,1,0,5,4,4,0,2017,Medium,,1,3.5
PR1396,9937-CDF7,2017-01-10,4,4,4,2,2,4,5,5,0,2017,High,Good,1,4.0
PR1397,CD59-7F94,2017-01-10,4,2,4,2,2,5,4,4,0,2017,Medium,,1,3.0
PR1398,7839-CA12,2017-01-11,3,5,3,3,0,2,4,3,-1,2017,Medium,Poor,1,4.0
PR1399,EB66-D679,2017-01-11,5,2,4,2,2,3,3,2,-1,2017,Medium,Average,1,3.5
PR14,12F7-BCBB,2013-01-14,5,2,2,2,1,5,5,5,0,2013,High,,1,3.5
PR140,0A05-3943,2013-05-17,5,4,5,2,1,3,5,4,-1,2013,High,Average,1,4.5
PR1400,8941-0BAC,2017-01-11,3,4,4,3,0,3,4,3,-1,2017,Medium,Average,1,3.5
PR1401,763B-DE6E,2017-01-12,4,4,5,2,0,2,4,3,-1,2017,Medium,Poor,1,4.0
PR1402,9E87-533E,2017-01-12,5,2,5,2,0,3,3,2,-1,2017,Medium,Average,1,3.5
PR1403,12F7-BCBB,2017-01-13,5,4,3,2,1,4,5,4,-1,2017,High,Good,1,4.5
PR1404,D045-B6CA,2017-01-13,5,3,4,1,1,4,5,4,-1,2017,High,Good,1,4.0
PR1405,B340-5AD2,2017-01-13,4,3,3,1,0,5,5,4,-1,2017,High,,1,3.5
PR1406,FF14-A43E,2017-01-14,5,2,3,2,0,3,4,3,-1,2017,Medium,Average,1,3.5
PR1407,02DA-7A72,2017-01-15,5,3,3,3,0,3,4,4,0,2017,Medium,Average,1,4.0
PR1408,28EA-A010,2017-01-15,5,3,5,1,1,3,5,4,-1,2017,High,Average,1,4.0
PR1409,CBB3-0D7E,2017-01-15,3,3,4,3,1,3,3,2,-1,2017,Medium,Average,1,3.0
PR141,9F65-F612,2013-05-17,5,5,3,2,1,3,4,3,-1,2013,Medium,Average,1,5.0
PR1410,C330-DAF4,2017-01-15,4,2,5,2,1,3,3,3,0,2017,Medium,Average,1,3.0
PR1411,B48C-47D0,2017-01-16,5,4,2,2,0,2,4,3,-1,2017,Medium,Poor,1,4.5
PR1412,6DEB-F440,2017-01-16,5,5,2,1,1,5,5,4,-1,2017,High,,1,5.0
PR1413,32AE-C02F,2017-01-17,3,5,3,1,0,4,5,5,0,2017,High,Good,1,4.0
PR1414,8A6B-AD5C,2017-01-17,3,2,3,3,0,5,3,2,-1,2017,Medium,,1,2.5
PR1415,8D34-EBDF,2017-01-17,5,2,5,2,3,5,3,2,-1,2017,Medium,,1,3.5
PR1416,8BAB-B4A6,2017-01-17,4,2,4,3,1,3,5,4,-1,2017,High,Average,1,3.0
PR1417,6FE1-C8A8,2017-01-18,4,3,5,2,0,3,4,3,-1,2017,Medium,Average,1,3.5
PR1418,EB8F-204D,2017-01-18,5,4,2,2,2,3,3,2,-1,2017,Medium,Average,1,4.5
PR1419,D921-AC35,2017-01-18,4,5,2,3,0,5,5,5,0,2017,High,,1,4.5
PR142,4D59-B831,2013-05-20,4,3,2,3,1,2,5,4,-1,2013,High,Poor,1,3.5
PR1420,606E-A262,2017-01-19,5,3,5,1,0,2,5,4,-1,2017,High,Poor,1,4.0
PR1421,CEE1-DA0F,2017-01-19,4,3,4,3,0,2,4,3,-1,2017,Medium,Poor,1,3.5
PR1422,05B0-755F,2017-01-20,5,3,5,2,0,2,5,5,0,2017,High,Poor,1,4.0
PR1423,A42A-4000,2017-01-20,4,4,3,3,1,3,5,5,0,2017,High,Average,1,4.0
PR1424,45D2-369E,2017-01-21,4,4,5,2,0,3,3,3,0,2017,Medium,Average,1,4.0
PR1425,7F1C-20B8,2017-01-21,3,5,3,3,0,4,5,5,0,2017,High,Good,1,4.0
PR1426,F98B-61B3,2017-01-21,4,2,5,2,2,4,3,3,0,2017,Medium,Good,1,3.0
PR1427,D4D5-27FB,2017-01-22,4,4,3,2,1,4,4,4,0,2017,Medium,Good,1,4.0
PR1428,9C71-61AE,2017-01-22,3,2,4,1,2,5,3,3,0,2017,Medium,,1,2.5
PR1429,8AAD-FAFB,2017-01-23,5,2,5,2,2,2,3,2,-1,2017,Medium,Poor,1,3.5
PR143,5060-A677,2013-05-20,4,2,3,3,1,3,4,4,0,2013,Medium,Average,1,3.0
PR1430,20BA-5868,2017-01-23,3,4,2,1,1,2,5,5,0,2017,High,Poor,1,3.5
PR1431,45D7-5C8A,2017-01-24,5,3,3,2,1,2,5,5,0,2017,High,Poor,1,4.0
PR1432,AB03-8820,2017-01-24,4,2,3,3,1,4,4,3,-1,2017,Medium,Good,1,3.0
PR1433,B4E1-4A3E,2017-01-25,3,3,5,3,0,2,5,4,-1,2017,High,Poor,1,3.0
PR1434,618D-7685,2017-01-26,4,2,2,3,2,4,4,4,0,2017,Medium,Good,1,3.0
PR1435,FBED-F86B,2017-01-26,5,5,5,2,0,5,3,2,-1,2017,Medium,,1,5.0
PR1436,6125-FEC8,2017-01-26,5,2,5,3,2,4,4,3,-1,2017,Medium,Good,1,3.5
PR1437,6227-9D9E,2017-01-26,3,2,2,2,1,5,3,2,-1,2017,Medium,,1,2.5
PR1438,5A0B-7F31,2017-01-28,3,5,3,1,1,2,4,3,-1,2017,Medium,Poor,1,4.0
PR1439,E4F4-11B9,2017-01-28,4,4,4,2,1,3,3,3,0,2017,Medium,Average,1,4.0
PR144,A2D0-E2D2,2013-05-20,5,2,5,3,2,4,5,5,0,2013,High,Good,1,3.5
PR1440,B303-8962,2017-01-28,3,3,5,2,2,3,4,3,-1,2017,Medium,Average,1,3.0
PR1441,98EE-8547,2017-01-29,4,5,5,2,1,5,5,5,0,2017,High,,1,4.5
PR1442,041A-31B0,2017-01-29,3,5,5,2,0,3,5,4,-1,2017,High,Average,1,4.0
PR1443,7279-6591,2017-01-30,5,5,2,2,0,3,5,4,-1,2017,High,Average,1,5.0
PR1444,EEFC-DEC7,2017-01-30,3,5,4,3,1,3,5,4,-1,2017,High,Average,1,4.0
PR1445,1180-BEC9,2017-01-31,3,5,5,3,0,5,3,2,-1,2017,Medium,,1,4.0
PR1446,EE04-1533,2017-01-31,5,4,5,3,1,5,5,4,-1,2017,High,,1,4.5
PR1447,B50B-5A18,2017-02-01,4,5,2,1,3,2,5,4,-1,2017,High,Poor,1,4.5
PR1448,8CF6-3079,2017-02-02,4,3,2,2,0,3,4,3,-1,2017,Medium,Average,1,3.5
PR1449,D7EE-56FC,2017-02-02,5,5,3,1,3,4,5,4,-1,2017,High,Good,1,5.0
PR145,BE54-8537,2013-05-20,3,2,2,3,3,2,4,3,-1,2013,Medium,Poor,1,2.5
PR1450,1F12-DDDA,2017-02-02,4,4,5,3,2,2,5,4,-1,2017,High,Poor,1,4.0
PR1451,9658-7750,2017-02-02,5,3,2,2,3,3,4,3,-1,2017,Medium,Average,1,4.0
PR1452,B0C3-E578,2017-02-02,3,5,5,1,0,2,3,2,-1,2017,Medium,Poor,1,4.0
PR1453,62A3-DEA7,2017-02-03,5,4,4,2,1,2,3,3,0,2017,Medium,Poor,1,4.5
PR1454,586E-5C14,2017-02-03,5,4,4,3,1,4,4,4,0,2017,Medium,Good,1,4.5
PR1455,8EE9-E86D,2017-02-04,5,5,2,3,1,2,3,3,0,2017,Medium,Poor,1,5.0
